pair,entry_idx,exit_idx,direction,entry_price,pnl_bps,reason,hold,winner,H,dH_5,imb5,imb10,spread_bps,ret_5,ret_15,ret_30,atr_bps,vol_30,vwap_pos_30,vwap_pos_240,fwd_5,fwd_10,fwd_30,fwd_60,fwd_120,fwd_240
BTC,20271,20350,-1,72956.0,-65.0,sl,79,0,0.42794001401445747,-0.024820581774194717,-0.7378604149824844,-0.7240077543107847,0.2741378365041943,-64.34831162287158,-49.1703777458008,-46.930422919508885,13.422963351687658,14.052397050063359,-51.98644466858582,65.89752690831396,-1.1650858051437396,-38.72196940621686,-47.974121388234536,-53.114205822688554,-97.93574209112421,-28.510334996436626
BTC,20639,20688,-1,72438.5,-65.0,sl,49,0,0.4238331019480078,-0.050770910665309144,-0.9930069930069929,-0.9107604448452059,0.13804813738550634,-27.19037391926915,-49.99828302599485,-35.76414919152393,5.423319683001748,6.487995396438558,-34.07945943736279,-93.14888833500179,-6.28119025104068,-33.40764924729234,-47.764655535385,-56.5307122593639,-60.60313231223802,-3.727299709408438
BTC,22200,22440,-1,71137.5,132.4898963275345,timeout,240,1,0.4285619851337042,-0.09554010555457298,-0.2591414944356121,-0.5560885206584542,0.14057283429977158,20.706996006507605,100.52605797286729,41.49992589298934,10.894394658232295,10.5302136630548,51.58885626853626,8.789739780972194,-11.034967492531411,-18.41504129326932,-27.27112985415614,-15.392725355825032,8.99666139518529,132.4898963275345
BTC,23212,23452,-1,68454.0,27.317614748589847,timeout,240,1,0.42174214882602945,0.0038271378418049395,-0.8935377875136912,-0.8026357963008354,0.8765010079761592,24.749212857875236,11.919997074847366,53.08954730697258,5.874643660601962,6.558836733052685,14.856912385523557,-2.399995795642207,8.18067607444406,3.359920530575655,28.2671575072313,33.96441405907669,95.3194846174077,27.317614748589847
BTC,25583,25823,-1,67881.5,79.25576187915672,timeout,240,1,0.41704880909127057,-0.018794737212722346,-0.6510077400567092,0.17906502834775934,0.14731554252631424,21.998302144465853,23.774189499485843,19.92722871292152,3.277770821210492,3.177880551794946,19.90476913578121,60.299428216867845,13.11108328484245,1.3258398827364903,-24.01243343178816,43.900031672842175,43.310769502736825,79.25576187915672
BTC,27115,27223,1,67808.5,200.0,tp,108,1,0.4288543339863275,-0.02596802418770361,0.06717194233912918,-0.36169316222945797,0.14747413672327217,32.40148247878771,29.359562194941624,43.99250498063223,4.4031563678805545,5.3940728142707846,28.372631669666415,4.761931490795401,-7.0787585627174465,5.898965468931205,30.674620438440048,41.73518069268578,180.7295545543708,178.8861278453302
BTC,27255,27495,-1,69179.0,103.28278812934522,timeout,240,1,0.42267886689488915,-0.042603076493037184,-0.7165474674243166,-0.49438740224503896,0.5782101504791917,66.42657062825074,31.53933716639079,3.108845750641187,10.221929445971424,14.747759020576755,38.53632186576306,113.65561595509944,25.368970352274147,-7.010798074560398,-18.936382428194065,4.697957472643566,58.182396391969206,103.28278812934522
BTC,27962,27989,-1,69225.5,-65.0,sl,27,0,0.3935448021040774,-0.050994113364963956,-0.15474867234778314,0.10572822299651574,0.144455439108421,-21.90912039205739,30.718627514907393,26.723251401341575,9.116170032306426,9.731505850657104,15.634034307039357,81.6897144455342,10.545247054914997,-1.4445543910834857,-96.78514420264239,-128.6375685260488,-52.29286895724883,-100.39653018035332
BTC,28721,28732,-1,70428.5,-65.0,sl,11,0,0.4291074013912376,-0.016403632455980033,-0.3452079107505072,-0.09340207560167996,0.7099398680931724,70.63752511278443,91.850259716999,124.63791033833438,11.577090848976521,12.120672296265283,98.99347581006967,25.90386881407225,-20.588256174702835,-52.10958631803875,-108.1238419105901,-106.63296818759437,-119.26989783965337,43.022356006445776
BTC,29050,29144,1,70052.5,-65.0,sl,94,0,0.3920485558391408,-0.04673351876964943,0.9977877465740798,0.8335550663989745,0.14275008029692016,-20.08733002343499,5.427447171657551,8.572347037183459,3.7930735621753073,6.099685101792897,2.4759254082984405,-88.80378765245722,-2.997751686235617,18.98576067949076,37.40052103779368,25.480889333000523,-84.93629777666767,-4.996252810391955
BTC,29856,30095,1,69390.0,200.0,tp,239,1,0.43017636172642937,-0.0016774699207174337,0.9293324342548888,0.5835370823145885,0.2882259691598213,-22.502929694521168,-35.040353850130934,-30.387276136289998,4.735140921911349,5.895069097437221,-25.265295371972307,-39.4870019061222,23.850698947975868,48.63813229571967,8.142383628764183,19.527309410578564,16.50093673440045,221.2854878224535
BTC,30436,30553,1,68301.5,-65.0,sl,117,0,0.41037381838475046,-0.1080539691446562,0.1815140626935943,0.03785439654902934,0.43922900668360143,23.55410105516542,-6.584097210537987,-13.159530058559632,6.604121850492568,6.7605358264277005,-11.526308648365235,-66.3090613144135,-12.884050862719265,16.105063578397694,9.516628478145606,40.262658945997565,-56.51413219329049,
