pair,bar_idx,ret_5_bps,abs_ret_5_bps,direction,mid_price,imb5_before,imb10_before,spread_before,depth_ratio_before,prior_ret_5,vol_30_before,micro_dev_before,total_depth_before,imb5_change
ETH,105470,388.4817853098754,388.4817853098754,1,2238.715,-0.6376203751265466,-0.4986390606850217,0.04466848169491664,0.3345441557394135,4.826524433161339,6.182185683569837,-0.01915717483085765,127.41199999999998,-0.6975619408203393
ETH,443059,-385.9129966615771,385.9129966615771,-1,2544.615,-0.8385023786369491,-0.8828984537615223,0.03929867583018858,0.06219217292602282,57.349398542747565,21.942494273268426,-0.015242656507681647,21.5232,-0.04719174860780184
ETH,105472,385.7376635612075,385.7376635612075,1,2239.605,0.5084115759767364,0.2848251689788486,0.04465073082181134,1.7965189954242806,8.356664216273568,6.167432713048814,0.011691043089991571,142.3403,0.4712174089463649
ETH,301038,385.31984538830335,385.31984538830335,1,3142.065,0.6288498730871137,0.6205727385404696,0.03182620346879609,4.27110253571835,-13.825258270125929,5.813982057696549,0.009500134792918726,101.8999,0.6819401726890413
ETH,105471,384.32946607761085,384.32946607761085,1,2239.745,-0.2816569044364775,-0.2114843461797604,0.04464793983341086,0.6508673895017373,8.132533485258886,6.226183466563663,-0.005688556643574509,131.2012,0.2802719602123368
ETH,105469,383.8243536865038,383.8243536865038,1,2239.045,0.7985416694464791,0.7655097469138745,0.04466189826563682,7.529139158997043,8.269283634194657,6.17716942307647,0.016783054830706322,157.35750000000002,0.742839726221932
ETH,85648,380.6784611439973,380.6784611439973,1,2242.575,-0.09668990587919761,-0.10393017987940192,0.044591596712544875,0.8117087805485023,-26.240007115934105,4.960118025789279,-0.00041004718128327466,157.2498,-0.35561205931300366
ETH,410231,-379.660835299771,379.660835299771,-1,2612.5950000000003,0.4657655418445523,0.42180074741621776,0.038276120101904544,2.459015194265053,-2.5255859072303988,31.52511776871895,0.0054263075768163195,33.100699999999996,-0.30058680593574905
ETH,129309,379.13349137940423,379.13349137940423,1,2258.835,-0.9200867878706441,-0.8470915388946334,0.044270608522615766,0.08278336935963256,-2.567036157589131,10.07883195113724,-0.019531007341529818,128.2362,-0.3458136525416826
ETH,129310,374.296644916039,374.296644916039,1,2259.705,-0.8948613748351109,-0.735556870786528,0.044253564072382366,0.1523678847202687,-8.003484389891291,10.094540371011426,-0.01952614609943596,100.36259999999999,-1.8512215275283566
ETH,85646,373.1743400927723,373.1743400927723,1,2247.475,-0.3835153683873208,-0.4012147508412255,0.044494377024074924,0.42733296148880184,-1.6460209667501502,3.524350492523127,-0.013100278141412996,203.1857,-1.1298151956615023
ETH,85645,366.30737173571015,366.30737173571015,1,2248.385,-0.12796468811835315,-0.17152753681416688,0.04447636859240535,0.7071728466910542,1.601405678317569,3.557662361652842,-0.004670007407721132,180.6981,-1.0500940530287104
ETH,129307,364.53992585403716,364.53992585403716,1,2261.755,-0.9123381458882108,-0.8316623366789324,0.04421345371279505,0.09190431006311343,25.79861565160435,9.97268876879786,-0.0202974692598869,166.39770000000007,-1.7555468206004743
ETH,85647,360.41007884248353,360.41007884248353,1,2246.885,-0.3715032641568822,-0.3981376369395959,0.04450606061175151,0.4304743303941302,-7.338111259107549,3.542911924499097,-0.008391439448454146,258.9828,-1.2279024829056941
ETH,85644,359.6627966706611,359.6627966706611,1,2248.495,0.7587672325882057,0.7076567064354136,0.04447419273877985,5.841272038820165,3.5592017600261094,3.5620093275971474,0.018660199588811804,197.65939999999998,0.980948356988064
ETH,273811,359.0319183816515,359.0319183816515,1,2882.1949999999997,0.7153409398840209,0.7114328397824499,0.03469577873725939,5.930795584959161,-20.94697645109833,14.97441818059167,0.012956088881495128,82.13270000000001,0.6422914541616784
ETH,90501,-357.9782563924694,357.9782563924694,-1,2306.425,0.8702823802370888,0.8156013707452435,0.1300714308950002,9.846067609520526,-43.38488436093524,12.085435180157079,0.06492874681094613,50.308400000000006,1.221939266334544
ETH,129308,357.9245070073433,357.9245070073433,1,2259.415,0.8928512994643201,0.6499468804596376,0.04425924409733616,4.713418588087721,8.2833343299904,10.119126317853212,0.019990823020506136,161.24009999999998,-0.047899574456739535
ETH,202939,-356.05398375370356,356.05398375370356,-1,3986.755,0.3068065053325303,0.485647332686712,0.025083056270621795,2.888382674181441,83.72000085996368,14.593585901558237,0.006072384129862112,64.4375,1.1965824317861586
ETH,191188,354.8049370969286,354.8049370969286,1,3194.995,-0.9554869688012286,-0.9221768324026729,0.031298953520172264,0.04048699697418056,-682.3341737229749,105.92332123779232,-0.01523804297511493,374.6802,-1.1963840938118435
ETH,248339,-353.351462042949,353.351462042949,-1,3157.0550000000003,-0.7122934675007909,-0.8030101638604079,0.03167508960016069,0.10925608745200813,-109.24442146980185,13.487446680177968,-0.013152383837517904,82.83269999999999,-1.0888223864306488
ETH,121888,351.0846825112624,351.0846825112624,1,2122.2799999999997,0.018438749945057523,-0.02285909610433994,6.408202499199575,0.9553035287237488,-563.2196429881565,86.97054974264564,2.2422027675673686,56.17020000000001,0.6786861822513134
ETH,216586,-348.55963119454714,348.55963119454714,-1,3378.475,0.013268653566151964,0.08022662799643626,0.029599153464857014,1.1744486858141516,-10.171751803342843,15.487357658566419,0.001744343755371558,37.8241,0.5267750969620391
ETH,246828,-347.70880071449574,347.70880071449574,-1,3291.835,-0.37294518124857506,-0.33330635229907324,0.030378193318371906,0.500030354277785,-48.8513434875204,16.60235155316043,-0.008769879144596595,51.8883,-0.750017376896671
ETH,133156,-344.2876578622733,344.2876578622733,-1,2679.1549999999997,0.3729189224759364,0.40232718436393805,0.03732520141523552,2.3463124767880528,21.620610651329475,17.795850456872035,0.013008991526756029,85.597,-0.6048335501285854
ETH,410536,-343.51797387434436,343.51797387434436,-1,2252.575,0.010182109823818158,-0.20004949338026037,0.044393638390568715,0.6665979286958116,-126.32621707332592,28.766839350090546,0.005737161043991928,29.0948,-0.103167963847504
ETH,453333,-342.78976986132136,342.78976986132136,-1,2408.7650000000003,-0.44379426339688754,-0.43863296305312943,0.04151505024260785,0.39020865736004906,-73.06835579714566,12.8135284254644,-0.007671092343236469,73.1158,-0.7625234962527148
ETH,453334,-338.60671662503506,338.60671662503506,-1,2395.995,0.31794384951496835,0.32571035897539535,0.04173631414180029,1.9660844217641193,-121.62465805948929,15.50635257849244,0.006207998486205042,39.582100000000004,0.9611672495604348
ETH,202938,-338.4205951958419,338.4205951958419,-1,3986.755,-0.450993881287514,-0.4837278691376443,0.025083056270621795,0.34795607847038523,74.26658900556492,14.677029596381177,-0.008709313832873176,75.8782,-0.43921858868126107
ETH,301042,334.40414427168054,334.40414427168054,1,3214.075,0.7103539875998194,0.6127515340521348,0.03111315075025795,4.164642796207375,218.90325811348976,25.997773119168336,0.013177268503403328,105.94489999999999,0.45838487605633355
ETH,121874,-333.0771146163758,333.0771146163758,-1,2309.225,0.994304604896776,0.5451533126804196,0.0433045718811215,3.397085997890928,-64.96509739386647,16.398316986888204,0.021255469557189387,45.4496,1.1806866140762131
